Date,divy
2005-05-20,2.77
2005-05-23,2.76
2005-05-24,2.77
2005-05-25,2.77
2005-05-26,2.74
2005-05-27,2.74
2005-05-30,2.74
2005-05-31,2.73
2005-06-01,2.68
2005-06-02,2.69
2005-06-03,2.71
2005-06-06,2.7199999999999998
2005-06-07,2.7
2005-06-08,2.71
2005-06-09,2.7199999999999998
2005-06-10,2.7
2005-06-13,2.69
2005-06-14,2.69
2005-06-15,2.7
2005-06-16,2.7
2005-06-17,2.68
2005-06-20,2.69
2005-06-21,2.68
2005-06-22,2.67
2005-06-23,2.67
2005-06-24,2.7
2005-06-27,2.7199999999999998
2005-06-28,2.71
2005-06-29,2.69
2005-06-30,2.73
2005-07-01,2.7
2005-07-04,2.7
2005-07-05,2.7
2005-07-06,2.7199999999999998
2005-07-07,2.76
2005-07-08,2.68
2005-07-11,2.66
2005-07-12,2.66
2005-07-13,2.63
2005-07-14,2.61
2005-07-15,2.62
2005-07-18,2.63
2005-07-19,2.59
2005-07-20,2.59
2005-07-21,2.57
2005-07-22,2.58
2005-07-25,2.57
2005-07-26,2.57
2005-07-27,2.56
2005-07-28,2.55
2005-07-29,2.55
2005-08-01,2.54
2005-08-02,2.52
2005-08-03,2.94
2005-08-04,2.95
2005-08-05,2.99
2005-08-08,2.9699999999999998
2005-08-09,2.94
2005-08-10,2.92
2005-08-11,2.93
2005-08-12,2.95
2005-08-15,2.96
2005-08-16,2.99
2005-08-17,2.99
2005-08-18,3
2005-08-19,2.9699999999999998
2005-08-22,2.9699999999999998
2005-08-23,3
2005-08-24,3.09
2005-08-25,3.12
2005-08-26,3.05
2005-08-29,3.06
2005-08-30,3.06
2005-08-31,2.96
2005-09-01,2.95
2005-09-02,2.98
2005-09-05,2.96
2005-09-06,2.94
2005-09-07,2.93
2005-09-08,2.88
2005-09-09,2.87
2005-09-12,2.87
2005-09-13,2.91
2005-09-14,2.9
2005-09-15,2.9
2005-09-16,2.89
2005-09-19,2.88
2005-09-20,2.87
2005-09-21,2.92
2005-09-22,2.93
2005-09-23,2.92
2005-09-26,2.87
2005-09-27,2.89
2005-09-28,2.86
2005-09-29,2.85
2005-09-30,2.85
2005-10-03,2.84
2005-10-04,2.85
2005-10-05,2.89
2005-10-06,2.93
2005-10-07,2.92
2005-10-10,2.69
2005-10-11,2.67
2005-10-12,2.7
2005-10-13,2.73
2005-10-14,2.71
2005-10-17,2.71
2005-10-18,2.7199999999999998
2005-10-19,2.7800000000000002
2005-10-20,2.77
2005-10-21,2.79
2005-10-24,2.74
2005-10-25,2.76
2005-10-26,2.75
2005-10-27,2.8
2005-10-28,2.8
2005-10-31,2.73
2005-11-01,2.74
2005-11-02,2.74
2005-11-03,2.68
2005-11-04,2.7
2005-11-07,2.7
2005-11-08,2.71
2005-11-09,2.7199999999999998
2005-11-10,2.73
2005-11-11,2.7
2005-11-14,2.69
2005-11-15,2.69
2005-11-16,2.7199999999999998
2005-11-17,2.71
2005-11-18,2.69
2005-11-21,2.67
2005-11-22,2.67
2005-11-23,2.65
2005-11-24,2.66
2005-11-25,2.67
2005-11-28,2.68
2005-11-29,2.68
2005-11-30,2.68
2005-12-01,2.64
2005-12-02,2.63
2005-12-05,2.63
2005-12-06,2.62
2005-12-07,2.63
2005-12-08,2.62
2005-12-09,2.63
2005-12-12,2.62
2005-12-13,2.61
2005-12-14,2.62
2005-12-15,2.63
2005-12-16,2.6
2005-12-19,2.61
2005-12-20,2.61
2005-12-21,2.58
2005-12-22,2.58
2005-12-23,2.58
2005-12-26,2.58
2005-12-27,2.57
2005-12-28,2.59
2005-12-29,2.57
2005-12-30,2.6
2006-01-02,2.81
2006-01-03,2.8
2006-01-04,2.77
2006-01-05,2.76
2006-01-06,2.74
2006-01-09,2.74
2006-01-10,2.75
2006-01-11,2.73
2006-01-12,2.73
2006-01-13,2.75
2006-01-16,2.75
2006-01-17,2.79
2006-01-18,2.81
2006-01-19,2.7800000000000002
2006-01-20,2.81
2006-01-23,2.83
2006-01-24,2.81
2006-01-25,2.8
2006-01-26,2.76
2006-01-27,2.71
2006-01-30,2.73
2006-01-31,2.73
2006-02-01,2.7
2006-02-02,2.74
2006-02-03,2.75
2006-02-06,2.75
2006-02-07,2.77
2006-02-08,2.7800000000000002
2006-02-09,2.75
2006-02-10,2.7800000000000002
2006-02-13,2.76
2006-02-14,2.76
2006-02-15,2.7800000000000002
2006-02-16,2.76
2006-02-17,2.76
2006-02-20,2.77
2006-02-21,2.8
2006-02-22,2.7800000000000002
2006-02-23,2.7800000000000002
2006-02-24,2.77
2006-02-27,2.7800000000000002
2006-02-28,2.82
2006-03-01,2.79
2006-03-02,2.81
2006-03-03,2.82
2006-03-06,2.81
2006-03-07,2.84
2006-03-08,2.86
2006-03-09,2.84
2006-03-10,2.81
2006-03-13,2.79
2006-03-14,2.79
2006-03-15,2.7800000000000002
2006-03-16,2.7800000000000002
2006-03-17,2.77
2006-03-20,2.76
2006-03-21,2.76
2006-03-22,2.74
2006-03-23,2.75
2006-03-24,2.74
2006-03-27,2.77
2006-03-28,2.77
2006-03-29,2.76
2006-03-30,2.73
2006-03-31,2.73
2006-04-03,2.7199999999999998
2006-04-04,2.74
2006-04-05,2.74
2006-04-06,2.74
2006-04-07,2.76
2006-04-10,2.76
2006-04-11,2.81
2006-04-12,2.83
2006-04-13,2.83
2006-04-14,2.83
2006-04-17,2.83
2006-04-18,2.84
2006-04-19,2.79
2006-04-20,2.77
2006-04-21,2.75
2006-04-24,2.76
2006-04-25,2.75
2006-04-26,2.74
2006-04-27,2.75
2006-04-28,2.76
2006-05-01,2.76
2006-05-02,3.05
2006-05-03,3.08
2006-05-04,3.06
2006-05-05,3.01
2006-05-08,3.01
2006-05-09,3
2006-05-10,3.02
2006-05-11,3.03
2006-05-12,3.09
2006-05-15,3.15
2006-05-16,3.15
2006-05-17,3.25
2006-05-18,3.27
2006-05-19,2.93
2006-05-22,3.01
2006-05-23,2.94
2006-05-24,2.99
2006-05-25,2.94
2006-05-26,2.89
2006-05-29,2.9
2006-05-30,2.98
2006-05-31,2.95
2006-06-01,2.93
2006-06-02,2.92
2006-06-05,2.95
2006-06-06,3.02
2006-06-07,3
2006-06-08,3.09
2006-06-09,3.05
2006-06-12,3.08
2006-06-13,3.16
2006-06-14,3.16
2006-06-15,3.08
2006-06-16,3.1
2006-06-19,3.08
2006-06-20,3.06
2006-06-21,3.06
2006-06-22,3.04
2006-06-23,3.03
2006-06-26,3.04
2006-06-27,3.06
2006-06-28,3.06
2006-06-29,3
2006-06-30,2.94
2006-07-03,2.94
2006-07-04,2.94
2006-07-05,2.9699999999999998
2006-07-06,2.95
2006-07-07,2.95
2006-07-10,2.94
2006-07-11,2.99
2006-07-12,2.9699999999999998
2006-07-13,3.02
2006-07-14,3.03
2006-07-17,3.06
2006-07-18,3.08
2006-07-19,3
2006-07-20,2.98
2006-07-21,3.01
2006-07-24,2.95
2006-07-25,2.95
2006-07-26,2.94
2006-07-27,2.91
2006-07-28,2.88
2006-07-31,2.91
2006-08-01,2.94
2006-08-02,2.9
2006-08-03,2.93
2006-08-04,2.91
2006-08-07,2.95
2006-08-08,2.95
2006-08-09,2.92
2006-08-10,2.95
2006-08-11,2.95
2006-08-14,2.92
2006-08-15,2.88
2006-08-16,2.86
2006-08-17,2.86
2006-08-18,2.86
2006-08-21,2.88
2006-08-22,2.86
2006-08-23,2.89
2006-08-24,2.88
2006-08-25,2.88
2006-08-28,2.86
2006-08-29,2.85
2006-08-30,2.84
2006-08-31,2.85
2006-09-01,2.84
2006-09-04,2.83
2006-09-05,2.85
2006-09-06,2.88
2006-09-07,2.91
2006-09-08,2.91
2006-09-11,2.92
2006-09-12,2.88
2006-09-13,2.87
2006-09-14,2.89
2006-09-15,2.88
2006-09-18,2.88
2006-09-19,2.9
2006-09-20,2.86
2006-09-21,2.85
2006-09-22,2.88
2006-09-25,2.89
2006-09-26,2.84
2006-09-27,2.83
2006-09-28,2.83
2006-09-29,2.83
2006-10-02,2.84
2006-10-03,2.85
2006-10-04,2.83
2006-10-05,2.81
2006-10-06,2.82
2006-10-09,2.82
2006-10-10,2.8
2006-10-11,2.8
2006-10-12,2.7800000000000002
2006-10-13,2.79
2006-10-16,2.79
2006-10-17,2.82
2006-10-18,2.79
2006-10-19,2.79
2006-10-20,2.7800000000000002
2006-10-23,2.76
2006-10-24,2.76
2006-10-25,2.75
2006-10-26,2.75
2006-10-27,2.77
2006-10-30,2.7800000000000002
2006-10-31,2.79
2006-11-01,2.7800000000000002
2006-11-02,2.81
2006-11-03,2.79
2006-11-06,2.76
2006-11-07,2.74
2006-11-08,2.74
2006-11-09,2.75
2006-11-10,2.74
2006-11-13,2.7199999999999998
2006-11-14,2.7199999999999998
2006-11-15,2.71
2006-11-16,2.71
2006-11-17,2.75
2006-11-20,2.74
2006-11-21,2.74
2006-11-22,2.75
2006-11-23,2.76
2006-11-24,2.7800000000000002
2006-11-27,2.82
2006-11-28,2.83
2006-11-29,2.77
2006-11-30,2.79
2006-12-01,2.82
2006-12-04,2.8
2006-12-05,2.77
2006-12-06,2.77
2006-12-07,2.75
2006-12-08,2.75
2006-12-11,2.7199999999999998
2006-12-12,2.73
2006-12-13,2.7
2006-12-14,2.69
2006-12-15,2.68
2006-12-18,2.68
2006-12-19,2.7
2006-12-20,2.68
2006-12-21,2.69
2006-12-22,2.71
2006-12-25,2.71
2006-12-26,2.71
2006-12-27,2.67
2006-12-28,2.68
2006-12-29,2.67
2007-01-01,2.67
2007-01-02,2.88
2007-01-03,2.89
2007-01-04,2.92
2007-01-05,2.94
2007-01-08,2.95
2007-01-09,2.95
2007-01-10,2.96
2007-01-11,2.9
2007-01-12,2.9
2007-01-15,2.9
2007-01-16,2.92
2007-01-17,2.93
2007-01-18,2.94
2007-01-19,2.91
2007-01-22,2.93
2007-01-23,2.93
2007-01-24,2.9
2007-01-25,2.91
2007-01-26,2.92
2007-01-29,2.91
2007-01-30,2.9
2007-01-31,2.91
2007-02-01,2.88
2007-02-02,2.88
2007-02-05,2.88
2007-02-06,2.87
2007-02-07,2.86
2007-02-08,2.88
2007-02-09,2.87
2007-02-12,2.9
2007-02-13,2.88
2007-02-14,2.86
2007-02-15,2.86
2007-02-16,2.86
2007-02-19,2.85
2007-02-20,2.86
2007-02-21,2.87
2007-02-22,2.86
2007-02-23,2.86
2007-02-26,2.84
2007-02-27,2.93
2007-02-28,2.9699999999999998
2007-03-01,3
2007-03-02,3.02
2007-03-05,3.04
2007-03-06,3.02
2007-03-07,3
2007-03-08,2.9699999999999998
2007-03-09,2.9699999999999998
2007-03-12,2.99
2007-03-13,3.03
2007-03-14,3.1
2007-03-15,3.05
2007-03-16,3.05
2007-03-19,3.02
2007-03-20,2.99
2007-03-21,2.99
2007-03-22,2.94
