Date,div_yield
2005-05-10,7.3
2005-05-11,7.31
2005-05-12,7.29
2005-05-13,7.26
2005-05-16,7.27
2005-05-17,7.24
2005-05-18,7.17
2005-05-19,7.14
2005-05-20,7.13
2005-05-23,7.1
2005-05-24,7.11
2005-05-25,7.13
2005-05-26,7.1
2005-05-27,7.12
2005-05-30,7.11
2005-05-31,7.15
2005-06-01,7.09
2005-06-02,7
2005-06-03,7.01
2005-06-06,7.04
2005-06-07,6.99
2005-06-08,7.03
2005-06-09,7
2005-06-10,7.01
2005-06-13,6.98
2005-06-14,6.99
2005-06-15,7.01
2005-06-16,6.98
2005-06-17,6.93
2005-06-20,6.9399999999999995
2005-06-21,6.93
2005-06-22,6.89
2005-06-23,6.87
2005-06-24,6.92
2005-06-27,6.9399999999999995
2005-06-28,6.87
2005-06-29,7.23
2005-06-30,7.42
2005-07-01,7.93
2005-07-04,7.89
2005-07-05,10.95
2005-07-06,10.24
2005-07-07,10.37
2005-07-08,10.21
2005-07-11,10.2
2005-07-12,9.77
2005-07-13,8.34
2005-07-14,8.31
2005-07-15,8.3
2005-07-18,10.95
2005-07-19,10.98
2005-07-20,10.78
2005-07-21,9.98
2005-07-22,9.92
2005-07-25,9.88
2005-07-26,9.7
2005-07-27,9.69
2005-07-28,9.82
2005-07-29,9.44
2005-08-01,9.42
2005-08-02,9.59
2005-08-03,7.33
2005-08-04,7.3
2005-08-05,7.3
2005-08-08,7.2
2005-08-09,7.25
2005-08-10,7.08
2005-08-11,6.68
2005-08-12,6.7
2005-08-15,6.7
2005-08-16,6.71
2005-08-17,6.74
2005-08-18,6.78
2005-08-19,6.72
2005-08-22,6.71
2005-08-23,6.93
2005-08-24,6.79
2005-08-25,6.79
2005-08-26,6.28
2005-08-29,7.08
2005-08-30,6.26
2005-08-31,5.6899999999999995
2005-09-01,6.42
2005-09-02,6.32
2005-09-05,6.4
2005-09-06,6.36
2005-09-07,6.35
2005-09-08,6.73
2005-09-09,5.93
2005-09-12,5.82
2005-09-13,5.79
2005-09-14,5.79
2005-09-15,5.75
2005-09-16,5.62
2005-09-19,5.6
2005-09-20,5.05
2005-09-21,5.09
2005-09-22,5.11
2005-09-23,5.09
2005-09-26,5.46
2005-09-27,5.63
2005-09-28,5.49
2005-09-29,5.79
2005-09-30,5.8
2005-10-03,5.4
2005-10-04,4.97
2005-10-05,5.04
2005-10-06,5.09
2005-10-07,5.07
2005-10-10,5.06
2005-10-11,5.27
2005-10-12,5.33
2005-10-13,5.39
2005-10-14,5.38
2005-10-17,5.53
2005-10-18,5.08
2005-10-19,4.85
2005-10-20,4.85
2005-10-21,4.76
2005-10-24,4.62
2005-10-25,4.53
2005-10-26,4.53
2005-10-27,4.5600000000000005
2005-10-28,4.57
2005-10-31,4.5
2005-11-01,4.54
2005-11-02,4.51
2005-11-03,4.35
2005-11-04,4.36
2005-11-07,4.31
2005-11-08,4.31
2005-11-09,4.33
2005-11-10,4.34
2005-11-11,4.2
2005-11-14,4.16
2005-11-15,4.19
2005-11-16,4.2
2005-11-17,4.23
2005-11-18,4.13
2005-11-21,4.14
2005-11-22,4.23
2005-11-23,4.11
2005-11-24,4.12
2005-11-25,4.12
2005-11-28,4.17
2005-11-29,4.16
2005-11-30,4.15
2005-12-01,4.31
2005-12-02,4.27
2005-12-05,4.45
2005-12-06,4.46
2005-12-07,4.47
2005-12-08,4.33
2005-12-09,4.35
2005-12-12,4.51
2005-12-13,4.64
2005-12-14,4.73
2005-12-15,4.58
2005-12-16,4.91
2005-12-19,4.73
2005-12-20,4.73
2005-12-21,4.77
2005-12-22,4.75
2005-12-23,4.75
2005-12-26,4.75
2005-12-27,4.75
2005-12-28,4.75
2005-12-29,4.73
2005-12-30,4.75
2006-01-02,4.21
2006-01-03,4.2
2006-01-04,4.11
2006-01-05,4.13
2006-01-06,4.18
2006-01-09,4.23
2006-01-10,4.26
2006-01-11,4.2
2006-01-12,4.13
2006-01-13,4.1
2006-01-16,4.09
2006-01-17,4.39
2006-01-18,4.42
2006-01-19,4.39
2006-01-20,4.4
2006-01-23,4.39
2006-01-24,4.38
2006-01-25,4.32
2006-01-26,4.3
2006-01-27,4.48
2006-01-30,4.49
2006-01-31,4.5
2006-02-01,4.47
2006-02-02,4.53
2006-02-03,4.51
2006-02-06,4.54
2006-02-07,4.49
2006-02-08,4.51
2006-02-09,4.46
2006-02-10,4.5
2006-02-13,4.5
2006-02-14,4.5
2006-02-15,4.43
2006-02-16,4.41
2006-02-17,4.4
2006-02-20,4.47
2006-02-21,4.46
2006-02-22,4.45
2006-02-23,4.45
2006-02-24,4.37
2006-02-27,4.36
2006-02-28,4.42
2006-03-01,4.39
2006-03-02,4.42
2006-03-03,4.14
2006-03-06,4.1
2006-03-07,4.09
2006-03-08,4.12
2006-03-09,4.15
2006-03-10,4.05
2006-03-13,4.01
2006-03-14,4
2006-03-15,4
2006-03-16,4.02
2006-03-17,4.02
2006-03-20,4.02
2006-03-21,4.03
2006-03-22,4.02
2006-03-23,4.09
2006-03-24,4.06
2006-03-27,4.12
2006-03-28,4.14
2006-03-29,4.07
2006-03-30,4.03
2006-03-31,4.12
2006-04-03,4.06
2006-04-04,4.07
2006-04-05,4.05
2006-04-06,4.05
2006-04-07,4.07
2006-04-10,4.04
2006-04-11,4.08
2006-04-12,4.09
2006-04-13,4.07
2006-04-14,4.07
2006-04-17,4.07
2006-04-18,4.05
2006-04-19,4.01
2006-04-20,4.01
2006-04-21,3.98
2006-04-24,3.99
2006-04-25,3.99
2006-04-26,3.98
2006-04-27,3.99
2006-04-28,4
2006-05-01,4.04
2006-05-02,3.98
2006-05-03,4.02
2006-05-04,3.99
2006-05-05,3.95
2006-05-08,3.98
2006-05-09,3.95
2006-05-10,3.96
2006-05-11,3.99
2006-05-12,4.02
2006-05-15,4.11
2006-05-16,4.08
2006-05-17,4.18
2006-05-18,4.19
2006-05-19,4.26
2006-05-22,4.34
2006-05-23,4.22
2006-05-24,4.3
2006-05-25,4.23
2006-05-26,4.15
2006-05-29,4.15
2006-05-30,4.24
2006-05-31,4.2
2006-06-01,4.14
2006-06-02,4.12
2006-06-05,4.12
2006-06-06,4.16
2006-06-07,4.14
2006-06-08,4.25
2006-06-09,4.23
2006-06-12,4.27
2006-06-13,4.34
2006-06-14,4.35
2006-06-15,4.25
2006-06-16,4.24
2006-06-19,4.22
2006-06-20,4.2
2006-06-21,4.19
2006-06-22,4.17
2006-06-23,4.17
2006-06-26,4.19
2006-06-27,4.2
2006-06-28,4.18
2006-06-29,4.11
2006-06-30,4.09
2006-07-03,4.08
2006-07-04,4.07
2006-07-05,4.11
2006-07-06,4.08
2006-07-07,4.07
2006-07-10,4.04
2006-07-11,4.11
2006-07-12,4.11
2006-07-13,4.19
2006-07-14,4.24
2006-07-17,4.25
2006-07-18,4.25
2006-07-19,4.19
2006-07-20,4.2
2006-07-21,4.22
2006-07-24,4.15
2006-07-25,4.14
2006-07-26,4.13
2006-07-27,4.09
2006-07-28,4.08
2006-07-31,4.11
2006-08-01,4.15
2006-08-02,4.12
2006-08-03,4.17
2006-08-04,4.12
2006-08-07,4.16
2006-08-08,4.17
2006-08-09,4.12
2006-08-10,4.16
2006-08-11,4.16
2006-08-14,4.11
2006-08-15,4.07
2006-08-16,4.08
2006-08-17,4.09
2006-08-18,4.09
2006-08-21,4.08
2006-08-22,4.1
2006-08-23,4.13
2006-08-24,4.12
2006-08-25,4.12
2006-08-28,4.12
2006-08-29,4.11
2006-08-30,4.07
2006-08-31,4.09
2006-09-01,4.17
2006-09-04,4.14
2006-09-05,4.19
2006-09-06,4.22
2006-09-07,4.27
2006-09-08,4.15
2006-09-11,4.17
2006-09-12,4.13
2006-09-13,4.12
2006-09-14,4.13
2006-09-15,4.11
2006-09-18,4.12
2006-09-19,4.16
2006-09-20,4.14
2006-09-21,4.41
2006-09-22,4.16
2006-09-25,4.18
2006-09-26,4.12
2006-09-27,4.08
2006-09-28,4.16
2006-09-29,4.08
2006-10-02,4.08
2006-10-03,4.1
2006-10-04,4.78
2006-10-05,4.78
2006-10-06,4.78
2006-10-09,4.78
2006-10-10,4.72
2006-10-11,4.71
2006-10-12,4.7
2006-10-13,4.67
2006-10-16,4.66
2006-10-17,4.7
2006-10-18,4.68
2006-10-19,4.67
2006-10-20,4.66
2006-10-23,4.66
2006-10-24,3.96
2006-10-25,3.94
